Player,Nation,Pos,Squad,Comp,Age,Gls,Ast,G-PK,PK,PKatt,xG,npxG,xAG,G-xG,np:G-xG,Sh,SoT,Sh/90,SoT/90,FK,Cmp,Att,Cmp%,TotDist,PrgDist,xA,A-xAG,KP,1/3,PPA,CrsPA,Live,TB,Sw,Crs,In,Out,Str,PrgC,PrgP,PrgR,SCA90,PassLive,PassDead,TO,Sh_stats_gca,Fld,Def,GCA90,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Lost,Int,Blocks_stats_defense,Clr,Err,Touches,Def Pen,Att Pen,Succ,Tkld,Carries,CPA,Mis,Dis,Rec,Won,Fls,PKwon,PKcon,Recov
Thomas Müller,de GER,"MF,FW",Bayern Munich,de Bundesliga,34.0,1,4,1,0,0,3.8,3.8,2.9,-2.8,-2.8,30,11,2.2,0.81,0,473,631,75.0,6759,1456,4.1,1.1,35,24,24,12,599,8,3,46,0,0,0,24,50,143,5.36,62,2,3,6,0,0,0.66,8,5,2,3,3,12,2,10,14,0,763,13,103,8,8,386,7,24,20,619,19,14,0,0,24
Abdul Mumin,gh GHA,DF,Rayo Vallecano,es La Liga,26.0,2,1,2,0,0,0.6,0.6,0.2,1.4,1.4,10,3,0.45,0.13,0,900,1085,82.9,17231,7016,0.1,0.8,1,40,1,0,1017,0,8,6,0,0,0,12,40,6,0.49,10,0,0,0,1,0,0.13,37,25,30,7,0,10,23,40,125,0,1351,253,13,5,4,725,2,16,5,819,31,22,0,0,93
Marshall Munetsi,zw ZIM,"MF,FW",Wolves,eng Premier League,28.0,2,1,2,0,0,3.3,3.3,1.8,-1.3,-1.3,22,7,1.84,0.58,0,152,212,71.7,1898,390,1.1,-0.8,9,7,3,2,205,1,0,10,0,0,0,9,10,35,1.75,16,0,0,2,2,1,0.08,24,10,7,11,6,10,6,14,18,0,364,21,36,3,7,148,4,32,12,182,29,19,0,0,35
Marshall Munetsi,zw ZIM,MF,Reims,fr Ligue 1,28.0,4,2,4,0,0,4.0,4.0,2.0,0.0,0.0,32,10,1.7,0.53,0,263,384,68.5,3758,1197,1.8,0.0,19,14,5,2,380,2,0,11,0,0,0,8,26,48,2.18,31,0,2,3,4,1,0.21,36,18,22,9,5,16,17,27,35,0,594,40,60,6,6,206,2,26,5,294,41,28,0,0,72
Rodrigo Muniz,br BRA,FW,Fulham,eng Premier League,23.0,8,1,8,0,0,5.8,5.8,0.7,2.2,2.2,39,19,3.64,1.77,0,92,142,64.8,1540,528,0.2,0.3,7,13,3,0,135,3,2,1,0,0,0,6,27,31,1.59,10,0,2,2,2,1,0.19,10,5,3,5,2,0,5,9,14,0,311,14,55,6,9,157,3,47,24,237,67,11,0,0,14
Aihen Muñoz,es ESP,DF,Real Sociedad,es La Liga,26.0,0,0,0,0,0,0.2,0.2,0.3,-0.2,-0.2,6,0,0.49,0.0,0,448,631,71.0,7078,2813,0.3,-0.3,3,38,3,2,490,0,1,35,0,0,0,26,38,28,0.82,8,0,0,2,0,0,0.0,24,12,14,8,2,14,14,11,47,0,763,44,4,7,4,356,3,10,3,404,23,15,0,1,43
Álex Muñoz,es ESP,DF,Las Palmas,es La Liga,30.0,3,0,3,0,0,0.9,0.9,0.5,2.1,2.1,9,5,0.57,0.32,0,618,775,79.7,9935,3534,0.7,-0.5,7,34,9,8,635,0,2,27,0,0,0,15,45,53,0.95,12,1,0,0,2,0,0.0,39,29,22,16,1,17,16,28,69,0,974,82,19,2,6,398,1,10,1,544,24,30,0,1,35
Daniel Muñoz,co COL,DF,Crystal Palace,eng Premier League,28.0,4,5,4,0,0,4.9,4.9,5.5,-0.9,-0.9,37,14,1.03,0.39,0,1129,1492,75.7,17091,5219,3.6,-0.5,46,59,35,15,1182,2,2,74,0,0,0,62,97,206,2.37,69,2,2,6,1,5,0.31,123,80,57,41,25,42,44,40,108,1,2010,119,107,21,33,806,18,55,20,956,58,56,0,0,171
Iker Muñoz,es ESP,MF,Osasuna,es La Liga,21.0,0,1,0,0,0,0.5,0.5,1.0,-0.5,-0.5,11,0,1.62,0.0,0,239,303,78.9,4147,1069,0.7,0.0,6,30,6,2,299,1,0,7,0,0,0,6,24,10,2.21,10,0,1,2,2,0,0.29,5,2,3,2,0,6,4,9,12,1,365,14,7,2,2,184,0,6,4,242,10,12,0,0,28
Javier Muñoz,es ESP,"MF,DF",Las Palmas,es La Liga,29.0,1,3,1,0,0,1.3,1.3,2.5,-0.3,-0.3,25,6,0.87,0.21,0,918,1178,77.9,15854,4646,2.3,0.5,29,115,32,13,1090,3,18,51,0,1,1,36,108,91,2.02,44,4,5,0,3,2,0.28,45,35,18,17,10,30,31,27,39,3,1411,44,32,21,13,700,7,29,15,939,15,30,0,0,112
Víctor Muñoz,es ESP,"FW,DF",Real Madrid,es La Liga,21.0,0,0,0,0,0,0.5,0.5,0.0,-0.5,-0.5,1,0,2.5,0.0,0,11,12,91.7,150,21,0.3,0.0,0,0,1,1,12,0,0,2,0,0,0,3,0,9,2.5,1,0,0,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,17,0,4,0,2,15,2,1,1,16,0,2,0,0,1
Murillo,br BRA,DF,Nott'ham Forest,eng Premier League,22.0,2,0,2,0,0,1.4,1.4,1.2,0.6,0.6,25,6,0.71,0.17,3,1138,1450,78.5,22680,10645,1.1,-1.2,13,139,13,1,1271,8,22,14,0,0,0,22,115,5,1.24,30,7,0,4,1,2,0.06,53,36,38,12,3,19,36,69,249,3,1918,421,24,27,10,821,1,19,10,989,44,27,0,1,142
Vedat Muriqi,xk KVX,FW,Mallorca,es La Liga,30.0,7,2,5,2,3,9.7,7.3,2.2,-2.7,-2.3,52,16,2.27,0.7,0,295,487,60.6,4299,870,1.7,-0.2,26,23,6,0,475,3,2,10,0,0,0,23,30,103,1.97,30,0,2,8,4,1,0.26,7,5,3,2,2,4,7,7,43,0,733,48,114,9,15,334,10,55,26,550,135,29,1,1,49
Jacob Murphy,eng ENG,FW,Newcastle Utd,eng Premier League,29.0,8,12,8,0,0,5.7,5.7,8.9,2.3,2.3,43,15,1.64,0.57,0,688,1004,68.5,10412,3438,6.2,3.1,42,58,41,15,943,5,6,120,1,0,0,79,83,231,3.13,65,5,4,3,3,2,0.57,28,19,10,12,6,24,13,31,35,1,1271,27,92,35,31,733,27,32,37,911,5,11,1,0,98
Bob Murphy Omoregbe,it ITA,MF,Milan,it Serie A,20.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,1,2,50.0,8,7,0.0,0.0,0,0,0,0,2,0,0,1,0,0,0,0,0,1,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,0,0,1,0,1,0,0,0
Yunus Musah,us USA,"MF,FW",Milan,it Serie A,21.0,0,2,0,0,0,1.9,1.9,1.8,-1.9,-1.9,22,5,1.26,0.29,0,631,724,87.2,10809,2425,1.5,0.2,23,60,17,7,694,3,2,24,0,0,0,51,84,74,2.58,34,1,5,3,1,1,0.23,27,19,13,9,5,5,7,9,9,3,888,19,37,21,12,581,12,46,13,671,8,36,0,0,60
Jamal Musiala,de GER,MF,Bayern Munich,de Bundesliga,21.0,12,2,12,0,0,9.3,9.3,4.5,2.7,2.7,68,31,3.4,1.55,0,778,942,82.6,10803,2645,5.9,-2.5,41,75,24,0,914,14,2,8,0,0,0,71,107,156,5.56,70,1,22,7,9,2,0.45,36,21,7,16,13,17,8,30,5,1,1278,7,163,72,59,792,36,67,33,1031,7,20,1,0,75
Florent Muslija,xk KVX,"FW,MF",Freiburg,de Bundesliga,26.0,0,0,0,0,0,0.3,0.3,0.3,-0.3,-0.3,3,2,1.61,1.07,1,71,98,72.4,1104,287,0.3,-0.3,3,1,2,0,87,1,0,14,3,2,0,5,7,14,3.77,6,1,0,0,0,0,0.54,5,4,3,1,1,0,1,0,1,0,121,3,3,4,2,83,2,7,1,86,0,0,0,0,12
Almoatasem Al Musrati,ly LBY,MF,Monaco,fr Ligue 1,28.0,1,1,1,0,0,0.5,0.5,0.4,0.5,0.5,11,3,2.56,0.7,0,255,291,87.6,4815,1607,0.5,0.6,5,38,4,0,280,4,5,0,0,0,0,2,41,5,3.51,12,0,1,2,0,0,0.23,14,11,5,8,1,4,5,3,9,0,339,6,7,2,2,195,0,3,2,237,17,5,0,0,19
Kingstone Mutandwa,zm ZAM,"FW,MF",Cagliari,it Serie A,21.0,0,0,0,0,0,0.4,0.4,0.0,-0.4,-0.4,4,0,2.83,0.0,0,19,28,67.9,221,17,0.0,0.0,0,1,0,0,25,0,0,1,0,0,0,1,0,7,0.71,0,0,0,0,1,0,0.0,0,0,0,0,0,0,0,0,0,0,44,0,4,1,2,25,0,7,0,31,3,7,0,0,6
Junior Mwanga,fr FRA,MF,Le Havre,fr Ligue 1,21.0,1,2,1,0,0,1.3,1.3,1.0,-0.3,-0.3,16,3,1.51,0.28,2,366,445,82.2,7166,2289,1.4,1.0,7,37,4,2,418,1,4,21,9,1,0,15,42,15,2.27,17,4,0,3,0,0,0.47,26,16,10,13,3,8,8,10,18,2,555,27,12,7,9,315,2,9,15,342,9,19,0,0,61
Junior Mwanga,fr FRA,MF,Strasbourg,fr Ligue 1,21.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,133,147,90.5,2097,556,0.1,0.0,1,11,0,0,144,0,1,0,0,0,0,2,10,2,0.61,2,0,0,0,0,0,0.0,17,9,9,7,1,4,2,2,2,0,177,6,1,2,4,99,0,5,6,119,2,6,0,0,16
Phillipp Mwene,at AUT,DF,Mainz 05,de Bundesliga,30.0,1,4,1,0,0,1.5,1.5,1.9,-0.5,-0.5,21,4,0.72,0.14,0,954,1272,75.0,16061,5575,3.8,2.1,22,68,38,19,1031,2,2,85,5,1,3,62,106,144,2.18,51,8,0,1,2,1,0.35,51,29,23,22,6,27,24,27,51,1,1555,68,49,22,25,775,12,47,26,893,20,24,0,0,110
Vitaliy Mykolenko,ua UKR,DF,Everton,eng Premier League,25.0,1,2,1,0,0,0.5,0.5,2.6,0.5,0.5,14,1,0.41,0.03,0,986,1322,74.6,16470,6579,2.2,-0.6,24,102,40,24,1060,2,3,101,0,0,0,33,110,99,1.26,40,0,1,2,0,0,0.12,63,38,39,14,10,27,44,25,145,2,1678,125,32,8,9,697,1,23,11,860,47,22,0,1,88
Joakim Mæhle,dk DEN,DF,Wolfsburg,de Bundesliga,27.0,3,4,3,0,0,2.0,2.0,2.2,1.0,1.0,18,7,0.74,0.29,0,975,1205,80.9,15467,5670,3.1,1.8,20,70,18,4,1012,2,1,25,0,0,0,59,88,117,1.69,34,2,3,1,1,0,0.33,34,15,26,6,2,28,25,24,57,2,1464,65,43,19,38,791,6,37,8,844,17,9,0,1,122
Obite N'Dicka,ci CIV,DF,Roma,it Serie A,24.0,0,1,0,0,0,1.0,1.0,0.7,-1.0,-1.0,18,5,0.47,0.13,0,2295,2492,92.1,42188,14137,0.4,0.3,8,124,3,0,2374,0,4,0,0,0,0,29,107,5,0.87,30,0,0,3,0,0,0.08,32,26,17,15,0,7,33,46,150,2,2823,360,26,0,2,1734,0,20,3,2065,61,37,0,0,134
Konan N'dri,ci CIV,"FW,MF",Lecce,it Serie A,23.0,0,0,0,0,0,0.5,0.5,0.2,-0.5,-0.5,9,2,2.65,0.59,0,45,67,67.2,718,112,0.1,-0.2,6,1,2,2,65,0,1,13,1,0,0,16,2,22,3.84,5,0,3,1,3,1,0.0,3,3,0,0,3,1,1,4,0,0,122,1,9,7,9,78,2,11,8,84,1,7,0,0,7
Loïc N'Gatta,fr FRA,DF,Auxerre,fr Ligue 1,20.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,13,15,86.7,199,64,0.0,0.0,0,3,0,0,12,0,0,1,0,0,0,2,1,0,0.0,0,0,0,0,0,0,0.0,1,1,0,1,0,1,0,1,1,0,19,2,0,0,0,12,0,1,2,13,0,1,0,0,4
Nathan N'Goumou,cm CMR,FW,Gladbach,de Bundesliga,24.0,2,1,2,0,0,1.9,1.9,1.3,0.1,0.1,24,13,2.61,1.41,0,195,265,73.6,2561,561,1.3,-0.3,6,11,9,3,255,1,0,22,0,0,0,30,16,85,2.39,16,0,2,3,1,0,0.54,17,11,11,4,2,5,4,8,16,0,386,13,55,9,12,215,16,12,11,258,9,7,1,0,21
Djylian N'Guessan,fr FRA,FW,Saint-Étienne,fr Ligue 1,15.0,0,0,0,0,0,0.4,0.4,0.1,-0.4,-0.4,3,0,1.49,0.0,0,44,53,83.0,606,138,0.1,-0.1,2,6,1,0,51,0,0,0,0,0,0,1,9,16,1.49,3,0,0,0,0,0,0.5,6,4,5,1,0,3,0,1,1,0,80,0,9,2,7,49,2,4,4,61,4,1,0,0,4
Stanley N'Soki,fr FRA,DF,Hoffenheim,de Bundesliga,25.0,0,0,0,0,0,0.1,0.1,0.4,-0.1,-0.1,3,1,0.21,0.07,0,719,838,85.8,12972,4938,0.4,-0.4,7,50,7,1,784,0,4,1,0,0,0,10,52,6,1.31,17,1,0,1,0,0,0.07,22,16,13,7,2,11,26,22,58,3,1005,110,4,11,3,529,0,16,5,615,22,12,0,0,79
Mickael Nade,fr FRA,DF,Saint-Étienne,fr Ligue 1,25.0,1,2,1,0,0,0.7,0.7,0.6,0.3,0.3,5,2,0.2,0.08,0,1229,1366,90.0,21143,6996,0.5,1.4,7,73,3,0,1277,1,1,1,0,0,0,17,72,2,0.65,11,1,0,1,1,2,0.2,59,43,40,19,0,8,33,37,132,8,1665,280,10,3,4,825,1,16,5,1076,28,19,1,1,113
Bilal Nadir,ma MAR,MF,Marseille,fr Ligue 1,20.0,1,0,1,0,0,0.6,0.6,0.4,0.4,0.4,8,3,1.88,0.7,1,220,252,87.3,3076,571,0.4,-0.4,7,15,5,0,237,1,0,6,1,0,0,18,18,25,3.99,11,1,1,1,2,1,0.23,10,3,4,6,0,2,4,6,7,0,305,7,11,4,2,167,3,7,8,232,4,4,0,0,19
Mahamadou Nagida,cm CMR,DF,Rennes,fr Ligue 1,19.0,2,0,2,0,0,1.5,1.5,0.3,0.5,0.5,6,3,1.26,0.63,1,174,226,77.0,2662,707,0.3,-0.3,3,10,4,2,193,0,2,29,0,0,0,22,15,55,2.06,6,1,1,0,1,1,0.0,8,6,4,3,1,1,9,3,6,0,289,8,9,5,5,169,3,10,7,179,5,5,0,0,37
Keito Nakamura,jp JPN,"FW,MF",Reims,fr Ligue 1,24.0,11,2,11,0,0,9.1,9.1,2.9,1.9,1.9,84,32,2.85,1.09,1,575,775,74.2,8999,1919,3.4,-0.9,26,32,24,10,743,3,10,56,1,2,0,90,82,197,2.31,51,1,7,9,0,0,0.24,24,16,7,10,7,20,13,21,19,0,1110,28,129,30,45,675,33,67,43,776,7,29,0,0,116
Sebastian Nanasi,se SWE,"MF,FW",Strasbourg,fr Ligue 1,22.0,6,4,6,0,0,6.5,6.5,4.9,-0.5,-0.5,28,12,1.2,0.51,1,643,812,79.2,9577,2783,4.7,-0.9,37,74,39,2,721,10,1,66,21,26,0,53,126,127,3.63,61,16,2,4,1,1,0.73,20,13,6,12,2,14,7,24,18,0,992,22,73,19,19,557,15,20,15,690,3,9,0,0,71
Yael Nandjou,fr FRA,DF,Nice,fr Ligue 1,19.0,0,0,0,0,0,0.2,0.2,0.7,-0.2,-0.2,1,0,0.58,0.0,0,50,66,75.8,723,256,0.6,-0.7,2,5,1,1,53,0,0,4,0,0,0,2,3,9,2.34,4,0,0,0,0,0,0.0,4,1,2,1,1,4,4,4,7,0,89,10,6,1,0,27,1,1,0,40,3,6,0,1,8
Nikolas Nartey,dk DEN,MF,Stuttgart,de Bundesliga,24.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,4,5,80.0,60,27,0.0,0.0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,4,0,9,3,0,0,0,3,0,0,0,2,1,0,0,0,2
Matija Nastasić,rs SRB,DF,Leganés,es La Liga,31.0,1,0,1,0,0,0.1,0.1,0.1,0.9,0.9,2,1,0.09,0.04,0,704,852,82.6,14179,4820,0.4,-0.1,2,37,1,0,814,0,2,0,0,0,0,1,59,0,0.26,5,0,0,0,1,0,0.04,25,11,21,4,0,8,21,39,165,0,1128,190,7,1,0,499,0,5,0,626,39,15,1,2,50
Natan,br BRA,DF,Betis,es La Liga,23.0,1,1,1,0,0,0.3,0.3,0.6,0.7,0.7,9,4,0.37,0.17,0,1122,1265,88.7,21511,7065,0.8,0.4,5,52,3,1,1197,0,11,2,0,0,0,12,52,6,0.46,9,0,0,0,1,1,0.0,35,24,24,9,2,4,28,24,123,2,1514,197,19,2,0,929,0,15,8,994,65,19,0,0,75
Pau Navarro,es ESP,DF,Villarreal,es La Liga,19.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1,0,0.1,0.0,0,517,577,89.6,8684,3122,0.2,0.0,1,28,1,0,497,0,2,2,0,0,0,3,40,7,0.59,6,0,0,0,0,0,0.1,23,17,15,6,2,20,4,13,41,0,668,51,2,3,4,322,0,4,4,403,9,10,0,0,46
Roberto Navarro,es ESP,"MF,FW",Mallorca,es La Liga,22.0,1,0,1,0,0,2.0,2.0,1.9,-1.0,-1.0,18,6,1.27,0.42,0,357,473,75.5,5122,1424,1.5,-1.9,13,27,14,3,451,5,0,29,2,2,0,45,51,85,3.1,36,1,4,1,2,0,0.14,29,22,14,11,4,10,19,18,12,0,683,16,42,35,21,425,10,47,34,441,5,14,0,0,94
Jesús Navas,es ESP,"FW,MF",Sevilla,es La Liga,38.0,1,0,1,0,0,0.5,0.5,0.5,0.5,0.5,3,2,0.64,0.42,0,203,262,77.5,3443,816,0.6,-0.5,10,16,6,5,237,0,4,33,0,0,0,13,23,48,3.18,13,2,0,0,0,0,0.0,5,2,3,0,2,3,4,1,6,0,295,6,5,4,2,150,1,5,4,219,5,1,0,0,10
Michel Ndary Adopo,fr FRA,MF,Cagliari,it Serie A,24.0,1,1,1,0,0,1.1,1.1,2.3,-0.1,-0.1,20,4,0.75,0.15,0,813,979,83.0,12961,3819,1.3,-1.3,19,90,14,3,963,2,2,8,0,0,0,20,106,61,1.87,47,0,1,1,0,1,0.19,55,32,16,31,8,14,27,20,25,0,1222,51,32,19,20,656,1,39,26,783,29,29,0,0,135
Youssouf Ndayishimiye,bi BDI,DF,Nice,fr Ligue 1,25.0,3,0,3,0,0,0.9,0.9,0.2,2.1,2.1,11,4,0.51,0.19,0,1177,1316,89.4,20069,6861,0.4,-0.2,5,94,5,0,1237,2,5,2,0,0,0,17,86,9,1.4,23,0,1,1,3,2,0.09,40,21,25,14,1,11,21,35,117,4,1581,179,10,6,2,906,0,14,7,1040,37,19,1,0,114
Iliman Ndiaye,sn SEN,FW,Everton,eng Premier League,24.0,9,0,7,2,2,6.2,4.7,1.9,2.8,2.3,35,15,1.3,0.56,0,602,736,81.8,9038,1875,1.4,-1.9,18,42,14,5,709,2,2,38,4,0,2,86,59,122,2.41,49,0,9,1,6,0,0.3,53,28,20,16,17,27,20,30,24,1,1084,36,83,68,64,621,32,55,44,674,6,24,0,0,172
Junior Ndiaye,fr FRA,FW,Montpellier,fr Ligue 1,19.0,0,0,0,0,0,0.5,0.5,0.4,-0.5,-0.5,5,2,1.02,0.41,0,57,80,71.3,757,112,0.5,-0.4,5,2,4,0,71,1,0,1,0,0,0,5,7,26,1.84,7,0,1,1,0,0,0.0,3,2,2,1,0,3,0,2,2,0,124,2,16,2,4,61,5,14,4,90,6,9,0,0,4
Rassoul Ndiaye,sn SEN,MF,Le Havre,fr Ligue 1,22.0,1,0,1,0,0,1.7,1.7,0.6,-0.7,-0.7,18,5,1.53,0.42,0,325,441,73.7,5176,1445,0.9,-0.6,10,30,9,3,414,1,2,32,9,1,0,6,46,30,1.87,16,2,0,2,1,1,0.17,35,25,19,12,4,14,12,15,24,0,578,34,22,3,9,261,0,15,4,324,13,12,1,0,66
Wilfred Ndidi,ng NGA,MF,Leicester City,eng Premier League,27.0,0,5,0,0,0,2.0,2.0,1.9,-2.0,-2.0,22,8,0.85,0.31,0,839,1045,80.3,12034,3031,1.5,3.1,17,68,11,3,1020,4,4,30,0,0,0,18,70,75,1.2,29,0,1,1,0,0,0.15,85,51,45,32,8,31,31,47,80,0,1400,119,61,13,18,670,2,37,33,834,61,39,0,0,127
Wilfried Ndollo,cm CMR,DF,Montpellier,fr Ligue 1,19.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,151,190,79.5,2006,581,0.1,0.0,1,4,0,0,154,0,0,6,0,0,0,5,7,18,0.9,2,1,0,0,1,0,0.0,6,5,4,1,1,4,7,9,11,0,251,9,2,1,3,119,1,11,5,143,1,7,0,1,22
Tanguy Ndombele,fr FRA,MF,Nice,fr Ligue 1,27.0,1,2,1,0,0,2.4,2.4,2.4,-1.4,-1.4,11,2,0.88,0.16,0,415,476,87.2,6290,1904,1.3,-0.4,18,41,8,0,457,6,0,3,0,0,0,22,61,36,2.46,23,1,2,2,2,1,0.32,35,23,10,21,4,8,14,9,9,0,611,17,25,25,19,366,6,28,21,436,3,10,0,0,67
Cher Ndour,it ITA,"MF,DF",Fiorentina,it Serie A,20.0,0,0,0,0,0,0.1,0.1,0.0,-0.1,-0.1,4,0,0.89,0.0,0,184,227,81.1,2792,521,0.1,0.0,1,15,3,3,221,0,1,7,0,0,0,12,17,26,2.22,8,0,0,0,1,1,0.0,4,1,2,1,1,8,2,5,7,1,265,7,8,2,1,155,1,5,6,186,14,6,0,0,20
Dan Ndoye,ch SUI,FW,Bologna,it Serie A,23.0,8,4,6,2,2,7.0,5.4,3.8,1.0,0.6,50,17,2.1,0.71,0,519,704,73.7,8220,1854,2.7,0.2,27,39,26,2,676,6,9,44,0,1,0,132,74,231,3.7,57,2,9,3,15,2,0.38,26,19,8,8,10,12,9,23,4,0,1021,4,105,37,43,755,50,82,46,825,14,23,1,0,89
Paul Nebel,de GER,MF,Mainz 05,de Bundesliga,21.0,10,4,10,0,0,5.8,5.8,4.1,4.2,4.2,44,18,1.69,0.69,0,853,1167,73.1,13018,2789,5.6,-0.1,35,38,41,19,1115,12,4,111,4,9,1,67,91,219,3.23,57,5,7,4,9,2,0.23,38,24,11,18,9,24,13,54,30,2,1516,29,73,25,36,894,19,67,43,1079,17,37,0,0,124
Kosta Nedeljković,rs SRB,DF,Aston Villa,eng Premier League,18.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,47,53,88.7,853,185,0.0,0.0,0,5,0,0,41,0,0,1,0,0,0,1,6,0,0.0,0,0,0,0,0,0,0.0,7,5,1,3,3,1,0,1,3,0,66,4,0,1,1,27,0,1,0,32,0,0,0,0,4
Kosta Nedeljković,rs SRB,DF,RB Leipzig,de Bundesliga,18.0,0,0,0,0,0,0.5,0.5,0.3,-0.5,-0.5,4,0,0.75,0.0,0,194,238,81.5,3195,1052,0.6,-0.3,3,9,9,2,194,0,0,17,0,0,0,10,16,27,1.13,6,0,0,0,0,0,0.0,11,8,5,6,0,4,2,6,14,0,283,16,5,1,2,120,1,4,1,170,0,7,0,0,11
Loïc Nego,hu HUN,"DF,FW",Le Havre,fr Ligue 1,33.0,0,0,0,0,0,0.8,0.8,0.7,-0.8,-0.8,11,2,0.4,0.07,0,922,1228,75.1,15621,6488,1.6,-0.7,13,83,30,15,1062,1,2,75,0,0,0,64,102,123,1.61,33,3,1,0,5,2,0.15,58,35,37,16,5,23,29,17,82,0,1469,96,34,17,12,742,3,19,9,900,19,27,0,0,111
Ivan Nekić,hr CRO,DF,Holstein Kiel,de Bundesliga,23.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,32,42,76.2,619,249,0.0,0.0,0,3,0,0,40,0,0,0,0,0,0,0,2,0,0.0,0,0,0,0,0,0,0.0,1,1,1,0,0,1,3,1,2,0,50,3,0,0,1,19,0,1,1,35,0,1,0,1,1
Reiss Nelson,eng ENG,FW,Fulham,eng Premier League,24.0,1,1,1,0,0,1.1,1.1,1.0,-0.1,-0.1,12,6,2.22,1.11,0,232,268,86.6,3429,761,1.0,0.0,13,7,15,3,261,2,2,23,3,1,0,45,35,63,5.73,21,2,3,4,0,1,0.18,8,6,3,3,2,8,5,11,2,0,347,5,35,13,13,259,21,14,8,274,0,6,0,0,29
Victor Nelsson,dk DEN,DF,Roma,it Serie A,25.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1,0,0.48,0.0,0,106,120,88.3,1908,447,0.0,0.0,0,7,0,0,114,0,0,0,0,0,0,0,4,0,0.0,0,0,0,0,0,0,0.0,5,4,3,1,1,2,2,1,9,0,141,6,2,1,0,66,0,4,0,99,7,2,0,0,4
David Nemeth,at AUT,DF,St. Pauli,de Bundesliga,23.0,0,1,0,0,0,0.2,0.2,0.1,-0.2,-0.2,5,1,0.21,0.04,0,957,1107,86.4,17042,5403,0.3,0.9,3,54,4,1,1040,0,3,7,0,0,0,14,65,5,0.34,7,1,0,0,0,0,0.08,43,29,25,16,2,18,18,29,94,2,1338,158,10,4,5,697,0,12,3,833,37,21,0,0,87
David Neres,br BRA,FW,Napoli,it Serie A,27.0,2,4,2,0,0,2.7,2.7,3.5,-0.7,-0.7,29,7,2.03,0.49,0,420,555,75.7,6127,1548,3.2,0.5,26,23,21,14,504,3,0,92,10,19,1,73,32,143,4.14,39,7,10,2,1,0,0.63,21,11,10,4,7,5,7,7,4,0,724,8,60,33,36,443,30,38,23,513,3,14,0,0,52
Pedro Neto,pt POR,FW,Chelsea,eng Premier League,24.0,4,6,4,0,0,3.5,3.5,6.7,0.5,0.5,59,17,2.34,0.67,0,702,895,78.4,11347,2418,4.8,-0.7,46,30,37,23,807,0,5,149,16,15,5,126,60,253,3.57,64,9,6,7,4,0,0.36,23,9,9,9,5,12,9,14,6,0,1153,13,116,34,46,746,45,45,30,838,11,21,0,0,81
Luca Netz,de GER,DF,Gladbach,de Bundesliga,21.0,0,2,0,0,0,0.2,0.2,1.9,-0.2,-0.2,3,0,0.28,0.0,0,428,528,81.1,6096,1762,1.0,0.1,16,30,13,7,449,0,0,16,0,0,0,16,28,55,2.51,25,1,0,0,0,1,0.37,24,14,14,8,2,6,10,17,36,0,666,44,17,6,14,288,3,14,10,387,11,8,0,0,42
Florian Neuhaus,de GER,MF,Gladbach,de Bundesliga,27.0,0,1,0,0,0,0.6,0.6,0.3,-0.6,-0.6,9,3,2.12,0.71,0,194,233,83.3,3468,1108,0.6,0.7,6,19,7,3,220,0,3,9,0,0,0,10,27,8,4.02,14,0,2,1,0,0,0.24,10,3,7,3,0,10,6,9,5,1,292,11,9,5,4,159,1,9,1,193,0,4,0,0,24
João Neves,pt POR,"MF,DF",Paris S-G,fr Ligue 1,19.0,3,8,3,0,0,3.0,3.0,4.0,0.0,0.0,28,11,1.37,0.54,0,1491,1634,91.2,23851,5397,3.9,4.0,33,128,22,2,1538,11,17,15,0,0,0,35,144,80,3.32,56,1,3,2,3,3,0.68,63,31,20,26,17,18,23,29,22,1,1851,46,55,16,11,1018,3,26,16,1397,21,17,0,0,123
Yvan Neyou,cm CMR,MF,Leganés,es La Liga,27.0,1,1,1,0,0,0.6,0.6,0.6,0.4,0.4,16,3,0.62,0.12,0,974,1127,86.4,15217,3867,1.1,0.4,13,86,10,1,1097,2,9,15,0,0,0,24,96,30,1.17,25,0,2,0,3,0,0.08,53,33,21,26,6,25,26,35,38,1,1379,45,9,19,17,806,1,28,21,934,22,33,0,0,121
